text,label
"STAY THE FUDGE AWAY FROM EXPEDIASTAY THE FUDGE AWAY FROM EXPEDIAI’m staying in uni dorms so can’t have anyone stay, Me and my gf pooled our money together to afford for her to stay at a place for a few days, the claimed price was $400nzd. They charged 500USD to her account leaving her with no money and they aren’t refunding even though it’s listed as refundable on their site. DO NOT USE EXPEDIANovember 12, 2025Unprompted review",0
"Refund money I want to thank you, they quickly resolved my return issue! Thank you!November 8, 2025Unprompted review",4
"TripAdvisor is a scamTripAdvisor is a scam. If you try to enter a reading they make you work through all kinds of garbage to leave nothingFebruary 14, 2025Unprompted review",0
"Always freshAlways fresh, healthy and delicious!!!! I always feel energized afterwards!!!! This place is worth going out of your way 100%September 29, 2024Unprompted review",4
"Amazing Experience!!I experienced 11 Day Highlights of Peru last December and for a first time joining a tour, I was amazed on how efficient and  how much money I saved doing it with Inspiring Vacations! Can't wait to go on my next tour!December 18, 2023Unprompted review",4
"We had our Visa card blockedWe had our Visa card blocked, unknowingly, due to Viator, trying to charge us $2206.00.  We did not buy anything from them or Tripadvisor. Viator must have taken our credit card information from a Tripadvisor purchase, from years ago, and attempted to defraud us.  Visa Rep said that the charge was from Viator, not a third party.  So it was not an employee ripping us off, it was Viator.  The person on the chat had not empathy towards the situation and asked what I would like them to do!!!!  I said find out who put the charge through.  They said that without an order number, they could not see anything.  I asked how can a charge go through then?  No answer.  I closed my account.  To bad, it was a good place to organize our trips.February 24, 2024Unprompted review",0
"This review is about ExoticaThis review is about Exotica. 8 days' trip to Jordan. The Hotels were recommended by Tripadvisor all 4****. Hasan Zawaideh Camp in Wadi Rum. My worst accommodation ever: Door did not un lock; bed, 2chairs, small table...NO night tables or reading lights, no plug for fridge or camera,no telephone.No place for valise, old mirror with broken frame. NO H2O, coffee,tea,milk or sugar.Bathroom NO towels,mirror or place for necessities, toilet seat on 1 hinge. Exoticca & Trustpilot ea have 2 FAKE reviews with my name. I did not write nor authorize them.November 9, 2022Unprompted review",0
"Just want to warn people who intend to…Just want to warn people who intend to take trips with Tuorradar to avoid dealing with them.In Sept. this year I took a seven-day tour in Romania and booked and paid for a pre-night for Sept. 11th, 2021  however  CH Bucharest Hotel the next morning presented me with a new bill of 575,83 Ron.  After speaking to the agency in Bucharest Called EXACT TOURS agent Razva Dabuleanu, he claimed that TOURRADAR ha not given him the money.September 30, 2021Unprompted review",0
"Auk Island WineryAuk Island Winery, Twillinggate, NL- Stayed in their Guest Suites over the Winery. Very good deal for nightly rate.  Serious issue with the coded entry and I could not get to work right away. Took about ten minutes to get it to work. Very Hard to turn handle, took two hands. Furniture Not comfy for sitting very long, one bed very uncomfortable and nights sleep nearly impossible. But that being said, Nice place and apparently newly renovated. Large and spacious. They have thought of most things, but no patio furniture to sit out. Lots to see and weather cooperated for walking. Will think about returning again once Season has begun. Left good review in Guest book because that's what you do. :) Thanks for everything.April 24, 2021Unprompted review",2
"A Better Dispute Mechanism Required for Unreasonable ReviewsThe review system seems to have some inherit flaws with respect to the currency and competency of the people leaving reviews. Many of the reviews are not always reflective of the experience you have received at a local restaurant or facility. Also, it appears that the business operator has very little recourse to dispute reviews that seem unreasonable.This may have been a reason for the situation at a resort in the Philippines where an owner decided to go to court to find remedy through their court system. It seems to be a last resort to prevent defamation against small business operators against unreasonable customers. It's a shame that there is no dispute mechanism to deal with such deputes. It seems to be an ongoing problem with many sites such as Yelp & Google as well.January 14, 2021Unprompted review",1
"Love Love LoveLove TripAdvisor. You can get advice, ask questions about any area in the world!October 9, 2020Unprompted review",4
"amazing choices of places to visit and…amazing choices of places to visit and dine; excellent rooms and meals at very good rates for your pleasure and wallet. give a smile cost noting but gives a lot to hard working people that makes you have a nice vacation trip. be safeApril 24, 2020Unprompted review",4
"I really appreciate being able to check…I really appreciate being able to check out places we would like to explore and reading how the other travellers have found it. Many times we have booked a little getaway because someone wrote something very special about the place. We have never been disappointed. Thank you also for checking over the emails before they are published. I have received some interesting comments back:)March 24, 2020Unprompted review",4
"Simply The Best!The one and only trusted source for my entertainment needs.  Reliable, up to date and easy to use.March 14, 2020Unprompted review",4
"Good reference material. But inaccurate counts of my reviewsAs a traveller I like to use TripAdvisor as my research material because I find it useful. As a contributor, I enjoy to write reviews to help other travelers. I also treat it like my travel journal. But I find that they short change me on the number of reviews I've submitted. I don't know how they count the reviews - I assumed that each review would be counted once. I've sumitted 997 but they have only credited me with 990. I have been keeping track but I don't know why they cannot accurately count the grand total.March 12, 2020Unprompted review",3
"great company for honest reviewsFebruary 28, 2020Unprompted review",4
"Travellers info !Greatway of letting Travellers know about the places they wish to visit. !!!cheers !!! keep up the good work by helping others know  beforehand.February 17, 2020Unprompted review",3
"We went in a tour with Steve Stien on…We went in a tour with Steve Stien on Fun Day Tours Saint John New Beunswick and I wanted to tell you he is an amazing tour guide. I had soo much fun with h as m and he even offered to take pictures of us and he dressed up for pictures with him.  Pkease visit him if you do the tour for Bay of Fundy.February 17, 2020Unprompted review",4
"HelpfulVery helpful with travel plans.February 17, 2020Unprompted review",4
"Always check TripadvisorIt's my go to before booking any restaurant, or destination, including hotels. Information is always spot on.  Love it.February 16, 2020Unprompted review",4
"I sure appreciate the reviews on TripadvisorI sure appreciate the reviews on Tripadvisor. I only wish I had followed up with people that placed reviews for answers to my additional questions. Prime example is we just got back from Secrets - the Vine in Cancun and although the resort/hotel identifies itself as wheelchair accessible it is not. There is no access to the beach. Only very steep steps going from the pool area to the beach. In addition, the ramp from the hotel to the pool area and some of the restaurants was also very step. Going down was OK but I had to get help to get up the ramp. I will say however that the staff were happy to help push me up the ramp. They even started taking me down as they were concerned that it was too steep and I could easily lose control.February 16, 2020Unprompted review",4
"Fantastic travel informationWe use trip advisor extensively when we travel and have found it to be an invaluable tool for making our choices of hotels, restaurants and toursFebruary 16, 2020Unprompted review",4
"Honnest reviews really assistHonnest reviews really assist, but sometimes I question whether competitors are posting negative remarks about resorts or restaurants.  Trip Advisor has no control over that!I read reviews with an open mind realizing somebody else’s opinion may not be mine!February 16, 2020Unprompted review",3
"Go To for Trip PlanningThe sharing of people's experiences is the most obviously useful part of Tripadvisor.  Also the details about restaurants, sightseeing options, and accommodation are very useful and insightful.  I have also found that the travel forums where questions are asked and answered have really helped with trip planning.  Tripadvisor is the first place I look for travel information.February 15, 2020Unprompted review",4
"I really appreciate Tripadvisor and use…I really appreciate Tripadvisor and use it often when planning holidays or even weekend get a ways. I value other peoples experiences and opinions especially when they include photos.February 14, 2020Unprompted review",3
"Trust TripAdvisorLike most people, I check reviews of places I want to visit. My go to website is TripAdvisor for photos and reviews from people who have actually visited the resort I'm interested in. Of all the websites out there, I trust TripAdvisor the mostFebruary 13, 2020Unprompted review",4
"Great app.why do these travel apps insist on reviews of more than 10 , sometimes more than 50 characters. I've already rated it, why must I elaborate? If there was some feature I hated, I would spell it out.February 12, 2020Unprompted review",3
"best platformFebruary 12, 2020Unprompted review",4
"I love the info and first hand…I love the info and first hand experiences the members provide -- like talking to your co-workers about their trip. One can pick up some great tips about what to expect and the individual experiences. Although everyone of us is different, as are our perspective it gives a great overview and sense of what to generally expect.February 11, 2020Unprompted review",4
"LoveLove it, very helpfulFebruary 11, 2020Unprompted review",4
"Cool AppCool App, useful and to the point. Covers most of the world.February 10, 2020Unprompted review",4
"I check Trip Advisor before I travel…I check Trip Advisor before I travel anywhere now!February 10, 2020Unprompted review",4
"Looking for unique placesWe use Trip Advisor to find restaurants while traveling. We spend six to eight months a year in our RV and have travelled across Canada twice. We spend the winters in Southern California. We have never had a bad experience (some are better than others) at any of the restaurants we have tried using Trip Advisor. We look for unique local restaurants, cafes, and coffee shops. We rarely go to chain restaurants as they are the same everywhere. Trip Advisor is the best way to find local places.February 10, 2020Unprompted review",3
"I use the reviews in Trip Advisor for…I use the reviews in Trip Advisor for travel or local outings. Others give great suggestions on things to do in an area I will be visiting that I might have missed otherwise. When I'm home and looking for a new restaurant to try I go to the reviews in the area. Trip Advisor has saved me time and helps make planning a trip easier.February 10, 2020Unprompted review",4
"Tripadvisor can be a positive toolTripadvisor can be a positive tool in providing a knowledge basis around trips, restaurants or attractions. People should understand we are all different in our acceptable levels. Exploring differences are important.February 9, 2020Unprompted review",3
"Excellent!I've been a member of TripAdvisor for a few years now, and so far I have enjoyed my time as a member. I enjoy putting up reviews and pictures for others to read and look at, and I also enjoy reading and looking at the reviews and photos of others. It's very helpful, especially now that I'm travelling more. :)February 8, 2020Unprompted review",4
"Tripadvisor is a must useTrip advisor is very trustworthy for your travel needs.I use it .I was never disapointedFebruary 8, 2020Unprompted review",4
"I love TripadvisorI love Tripadvisor! I check out the resorts that we are looking at taking our next vacation at beforehand and then am happy to recommend or make suggestions on said spot upon our return. Even our travel agent has recommended we do this in the past and so we made it a habit. Keep up the good work and thanks.February 7, 2020Unprompted review",4
"Different travellers, different places, different viewsIt is always nice to read different reviews from different travellers. The various points of view give a better idea of the places visited. Keep up the good work,February 7, 2020Unprompted review",3
"Good guideTripadvisor, is a good guide to help travellers plan their trips.February 7, 2020Unprompted review",4
"Trip Advisor is the most trustworthy…Trip Advisor is the most trustworthy site for knowing the places where one wants to go and has no confirm knowledge about it. It gives detailed information about all the aspects that could come to our thoughts.February 7, 2020Unprompted review",4
"a short cut to visiting places in a cityIt is a very good way to find out about a  city you are visiting.February 7, 2020Unprompted review",4
"I can always find out about the places…I can always find out about the places I want to visit and get valuable insights. I never book without checking reviews on trip advisor first.February 6, 2020Unprompted review",4
"Heading to a new destinationHeading to a new destination, Trip Advisor should be your first stop. Hotels, Eateries, Shopping or just fun and excursions Trip Advisor can show you what's close what's economical or the best beaches and bars. Something to keep the kiddies safe and entertained. Trip Advisor should be your first stop to see or plan your trip before you get there.February 6, 2020Unprompted review",4
"In the pursuit of constant improvement.TripAdvisor is a quality site whose ratings & trip reviews are reliable and accurate.  The fact their input is derived from individuals who have actually used the services described is TripAdvisor's 'secret sauce'. The site itself is easy to navigate and very responsive.  And the very fact TA's management have reached out for my input is a sign they are looking to constantly improve.February 6, 2020Unprompted review",4
"Would love to see indoor fitness as a optionI think Tripadvisor is great and so helpful I actually rate it 4.9 stars.  As a business owner in the indoor fitness industry (Pace Spin Studio - Kelowna) I wish that you can add indoor spin (cycling) and other indoor fitness options in Tripadvisor as fitness is a big part when traveling and on vacation. When we travel we like to ride at Spin Studios in the cities we visit and finding them and other indoor fitness options in Things To Do would be great.February 6, 2020Unprompted review",3
"I use Tripadvisor whenever I travel. Tripadvisor is my Go to.I use trip advisor when I travel, I've never been steered wrong with a review of a hotel or a restaurant. I'm also diligent about posting my own reviews of my travel experiences of great places I've stayed, had a great meal or enjoyed an activity. .February 6, 2020Unprompted review",4
"Restaurant ratings not factual, otherwise reviews are pretty accurate.When searching for restaurants one can not trust Tripadvisor.  We've been steered wrong many a time and country.February 6, 2020Unprompted review",2
"Quality site with the best reviewsTripadvisor is a great place to find the best and honest reviews from places all over the world.February 6, 2020Unprompted review",4
"Tripadvisor is my go-to site for…Tripadvisor is my go-to site for information both local and international.  Real feedback from regular people is invaluable.February 6, 2020Unprompted review",3
"Love TripAdvisor!TripAdvisor is the reason I was able to review and choose an amazing resort and had the best vacation!February 6, 2020Unprompted review",4
"I always go to TripAdvisor for reviews…I always go to TripAdvisor for reviews before booking any vacations and tours. From TripAdvisor I get to know how many days are enough to see a place and always how to get around in the time I have. I love TripAdvisor and hopefully enough travelers will keep it going. I give it 2 and more thumbs up. Keep it up 👍👌👌February 6, 2020Unprompted review",4
"not what it once was.I still use trip advisor as my go to review source, but more often I am seeing reviews on new properties, done by reviewers with 1 review giving 5*s. I ran into this recently with a hotel stay in San Diego, where 14/15 reviews were like this. Unfortunately, I noticed it after my stay and my experience was nothing like the other reviews. I reported it to TA, but nothing was ever addressed.  I will still continue to provide my personal reviews which are hopefully helpful to other travellers.,February 6, 2020Unprompted review",2
"Helpful for all travellers.I find the information helpful when looking for honest reviews on places to go.February 6, 2020Unprompted review",4
"More pictures would be niceMore pictures would be nice. I love TripAdvisor. My husband and I consult it whenever we travel.February 5, 2020Unprompted review",3
"Value opinions on trip advisorFebruary 5, 2020Unprompted review",3
"This is so nice to see true life…This is so nice to see true life comments about places to eat, stay or be entertained. This way a person can always have an honest opinion about something.February 5, 2020Unprompted review",4
"TripAdvisor is a great tool for planning your vacationsWe have found that TripAdvisor is a very informative guide in assessing places to stay, places to eat and for checking out things to do in the vicinity of our chosen accommodations.February 5, 2020Unprompted review",3
"It was helpful in contacting the hotel…It was helpful in contacting the hotel we had booked for dome information.  I find the comment section helpful but have to take some of the reviews with a grain of salt.February 5, 2020Unprompted review",3
"My InputI particularly enjoy reading the reviews as most of the time it is quite reliable. I do think it also depends on where a person lives and their own standards. I like to see when someone makes a review on how many hotels etc they have reviewed because if I see they are mostly positive then there more apt to being fair. Some are negative and will never be pleased. I have done many reviews all over the world in fact many I haven’t done as I did not have time. I try to be fair and open minded of the culture and locals. Plus I think if a person tries to get an all-inclusive cheap and then complains, shame on them . I always believe if your a happy person and treat people with respect it all comes back. Regards, SueFebruary 5, 2020Unprompted review",3
"An overview of TripadvisorYour site offers the chance to report on visits without pressure. It also lets you see other people's views and experiences, which is most helpful.It is also good to be able to update previous visits.I recommend this service to all travellers.February 5, 2020Unprompted review",4
"It's the first place I check before…It's the first place I check before travelling.February 5, 2020Unprompted review",4
"Dishonest and Unprofessional.during a trip to Warsaw i was very disappointed with conditions of an apartment due to a hard mattress and a very loud fridge.since i only stayed 2/4 days i should have gotten a 50% refund and gotten significantly less and was told that i gotten more because the price was +/- 150 after showing that I've paid +/- 190 I've gotten no response.About a month later i couldn't book due to a ""previous incident"" and i was never informed about any complaints making it an unsubstantiated and unannounced ban.June 2, 2025Unprompted review",0
"Charged for tours guides food and drink Accommodation fab and as described. Reviews done and posted immediately. However, gave a bad review on an excursion where we were charged for food and drink taken by the tour guide. No reply and guess what, review has not been posted. Shocking they only accept reviews if they are good, say anything they don’t like and they don’t post it, this is not being honest!!November 17, 2025Unprompted review",2
"Trying to change my contact email…Trying to change my contact email address in my account has resulted in the 'system' setting up a new account with the second email address. Pressing the 'delete account' button does nothing - you can still log in days later - and finding the customer service details has proved impossible so far, with no email, phone, or chat available for help with my account. I had already got into the habit of finding places to stay on Booking.com and then contacting the property directly and saving the property up to 25% in booking.com commission. I'll now be making a point of doing this every time.  November 30, 2025Unprompted review",0
"As a property host....I absolutely hate…As a property host....I absolutely hate Booking.com. I just started listing my properties on here a couple of weeks ago. It is completely useless and infuriating. I've been on the phone for about and hour trying to sort out why both of my properties have two separate wrong addresses attached to them. One of them is 4 hours drive from my exact locations. The other is 1hr from where the property actually is. I'm being told by a booking.com agent that the problem is that the company is relying too much on AI to set up the accounts/properties. Another incredibly annoying thing is that AI chooses what are 'local attractions' in the listing. And on my properties - despite the fact that booking.com is telling potential booking customers that one of my properties is not too far from Newcastle - that a local attraction is Bristol Airport (4 hours away).  First of all...an airport is hardly an 'attraction'. The other day i looked at my listings and other property listed Southampton Cruise Terminal as an 'attraction'I've been renting out through Airbnb for over 4 years and it is brilliant compared to this. Their customer service is brilliant and their website is logical, efficient and accurate! Lastly my third ever Booking.com customer sent me a message saying she wanted to extend her stay by one day. So I went to 'change dates' and selected the extra day on the calendar only to be greeted by a message saying 'oops the date is not possible - please make sure the length of stay remains the same'. How useless is that? So after a long old period on hold again I was told by an agent it's not possible to change it myself without requesting a change through an agent. The tech support person told me that I could tell the customer to 'self request' the date change. I asked if it would be obvious for her how to find the 'self request' part on the site. I was told that 'because I can see that she hasn't had much experience on Booking.com she probably won't be able to find it'!!No wonder Booking.com has only 2 stars on Trustpilot!November 30, 2025Unprompted review",0
"Wrong flight dates in systemTheir system continued to show the wrong date, causing me to miss the flight and also lose my hotel reservation and concert tickets. The airline confirmed the mistake was on Booking.com’s side, yet customer service refuses to take responsibility or help with the losses caused by their system error.Very disappointing and unprofessional handling.November 28, 2025Unprompted review",0
"Made a booking in October to go to…Made a booking in October to go to Royal mile balconies Edinburgh. My husband who had already had cancer 3 times, got bad news last week, and arrangements had been made for him to have a biopsy. This meant that we couldn't go to Edinburgh. We asked booking.com for a refund or change of dates. We where told that we can't do either, even though we paid for insurance. Absolutely disgusting from book.com, and Royal mile balconies, Edinburgh. Will not use either of them again. Shocking, just shows paying for insurance is not worth it.November 30, 2025Unprompted review",0
"Booked tour, charged on CC, no confirmation Booked a tour of the Colosseum in Rome, Italy. The charge shows up on my credit card, but I never received a confirmation. Attempted to contact bookings.com numerous times and have only received useless email responses. You CANNOT speak to a HUMAN, only an AI voice generated nonsensical response that is 100% useless.  I had no alternative but to dispute the charge in my credit card. November 29, 2025Unprompted review",0
"Unethical & Shady Corporation My fiancée, and I booked a room on the night of the 27th at LaQuinta Inn. Due to an unforeseen issue we were not able to make it to LaQuinta Inn. When we attempted to cancel the booking through LaQuinta Inn we were urged to call Booking.Com. I attempted to call Booking.Com but could not get ahold of a live representative, and was told by the automated system that the booking couldn’t be cancelled. Upon looking at the confirmation email the next morning  I saw where it said cancellations will not be refunded. I thought surely being that we never checked in they would have enough integrity to refund the money but instead their trifling asses did the unthinkable. They refunded back a measly ass $2.50 even though we never checked in nor used the room. I am appalled, and absolutely disgusted because I usually never book through third party sites. This was a last minute ordeal so I thought it would be easier. It was a slap in the face not only to us but to our three children as well. We were going to finally be able to spend time as a family after living apart for months. How hard was it to refund the money back especially given the fact that we never checked in? This has NOW led to me exposing the UNETHICAL, SCAMMING, & UNPROFESSIONAL character of Booking.Com! I would like a follow up with the resolution being a full refund otherwise I’m going to the higher up. November 27, 2025Unprompted review",0
"I genuinely dislike leaving negative reviews, but this is warranted…I genuinely dislike leaving negative reviews, but after my recent experience I feel I have no choice. I have honestly never had a more unhelpful customer experience, and it’s quite sad that a company of this size operates this way.I needed something extremely simple: to update my email address, as my previous one had been hacked. I still have access to the app, but I can't self serve because the verification code for an email change keeps being sent to the old address - which I obviously can’t access. So I contacted customer service for help.After 25 minutes on the phone, the call was cut off and nobody called me back. I then rang again and spent another lengthy call explaining the issue. What followed was beyond frustrating:I was repeatedly told that my account “didn’t exist” - despite giving the exact email address the agent later admitted was on the account.The agent could not pull up my profile until I provided a booking reference, at which point he immediately found it. This alone suggests their CRM system is seriously unreliable.I was told that updating my email would cause me to lose my Genius Level 3 status, which makes absolutely no sense. It’s the same account, just a change of contact detail - I’ve never heard of loyalty tiers being wiped for updating contact information.After going through all of this, the agent casually informed me that he was not able to update my email address anyway. This was after a lengthly time on the phone. A customers service team can't update my details...? I was prompted to update manually following his instructions. The instructions he gave me were the exact steps I had already followed in the app, which do not work (sends verification to my old email).He then mentioned an option to add an additional email address - something my account apparently doesn’t have because it was created in 2023, whereas older accounts do. The idea that newer accounts have fewer capabilities than older ones is completely illogical and reflects extremely poor product design.Finally, he said he would “speak to the relevant team”, but I cannot contact them myself. He told me they would reach out via email… to an email address I cannot access. The entire process is a shambles. I asked him to update my contact email so they didn't contact the old one... he informs me he can't contact them again because he'd be breaching internal policy?! My head was scrambled. Thankfully they have my correct details now.What should be one of the most basic features - updating an email address - is somehow made impossible. There is no reason an engineering team couldn’t enable this, and no reason a customer service team shouldn’t be able to assist. Even reinstating a Genius tier after an update would be a trivial solution if the system really is so fragile.To be put through contradictory information, false assurances, long phone calls, and ultimately no resolution is incredibly disappointing. It genuinely feels like the process is designed to be as difficult and frustrating as possible.Overall, this was a shockingly poor customer experience, and I’m left with an account tied to an email I can’t access, no solution, and no confidence in the support team’s ability to resolve even the simplest issue. All I wanted to do was book more travel through them...November 30, 2025Unprompted review",0
"Flight Scam on change charges Booked a flight on Thursday , needed to change it last minute, Booking.com plus Partner gotogate couldnt change it in the first attempt, they said you should go to the airline, went to the airline and then back to booking.com, they wanted to charge me 1500 euro to change the flight saying this is the airline policy. Back to the Airline the kind lady i spoke, changed free of charge. It seems that gotogate and booking.com are charging clients extra around the additional Airline Policy.  November 30, 2025Unprompted review",0
"Booking.com protects fraudsters, and no response for travelersFor us, booking.com was a great way to get defrauded. We arrived in Southampton, England with our entire family of 6 having booked one night in Poole before a cruise on the Cunard line. When we tried to check into our booking.com apartment, we were told that there was a plumbing emergency, but no one even let us in the building. It was clearly a complete lie, and booking.com worked very hard to protect the hosts even though they were fraudsters.  The host promised a refund that never came.April 13, 2025Unprompted review",0
"Booking.com not honouring his contratc as intermediaryCould not get in touch with the hotel 24hours prior to check that everything was in order.The hotel would not respond. So I called booking.com which confirmed that the hotel could not honour the reservation but that they were not responsible for refunding and, since, the refunding date had passed,  the payment was unrefundable!November 23, 2025Unprompted review",0
"This experience has severely undermined our trust.I booked an apartment through Booking.com for my family, including our 3-year-old child. We selected Apartamentos Portodouro – Santa Catarina specifically because of the location, the advertised view, and the reassurance that the accommodation was suitable for families.However, upon arrival we discovered:The apartment was NOT at the address stated on Booking.com.The room provided was NOT the one we booked — different layout, different quality, different conditions.The view advertised did not correspond to reality.The staff behaved unprofessionally, with a dismissive and disrespectful attitude, telling us essentially to “take it or leave it” because there were other customers.This is a clear case of misrepresentation and incorrect listing information, which violates consumer protection standards in the EU.When we contacted Booking.com for assistance, we were shocked to find that they defended the property instead of addressing the fraudulent aspects of the listing. As a customer traveling with a small child, we expected Booking.com to uphold their own policy regarding misleading descriptions and incorrect accommodation information.This experience has severely undermined our trust.June 27, 2025Unprompted review",0
"Bait & Switch! I strongly warn anyone considering this I strongly warn anyone considering this listing: the location and building shown on Booking.com were false. The listing repeatedly displayed the Apple Gangnam flagship store address, including its map pin and photos of that building. That is one of the most recognizable and prestigious spots in Seoul. When I arrived after two days of travel, the apartment simply did not exist at that address.Because of this false location, I spent over four hours past midnight dragging luggage through unfamiliar streets. The host did not respond when I needed help. I only located the real building because a stranger took pity on me and guided me through multiple back alleys to a tiny older building hidden behind a very small convenience store—absolutely nothing like the Apple Gangnam address shown online.Inside, the conditions were far below basic standards. There was no toilet paper for the first four days and no dry towels for two days, even though I arrived late at night exhausted and needing to shower. In the bathroom, instead of clean supplies, I found a dried-up old bar of soap, a used empty toothpaste tube, a used shower cap, and a used plastic cup left behind.The bedding had just been washed and was still hanging to dry throughout the room, leaving almost no space to move. The only sheet on the bed was so thin that the impressions of the mattress coils were clearly visible through it, making the bed extremely uncomfortable to sleep on. Wet laundry took up a large portion of the small room.The “full kitchen” was unusable: there were no pots, no pans, no utensils, and several appliances had no instructions at all. The actual building was old and worn, nothing like the modern unit shown in the listing photos.Communication from the host was poor throughout the stay, and at checkout she sent an unnecessarily threatening message, which felt completely inappropriate given the state of the apartment.This stay was nothing like what was advertised. The address was false, the building was misrepresented, basic essentials were missing, and the conditions were unacceptable. I’m sharing this so others do not go through what I went through. There are many honest listings in Seoul—this was not one of them.November 9, 2025Unprompted review",0
"Extra fee to change ticket was useless & false advertisingI spent $50 more on my plane ticket from LAX to BKK so that I could change it once if need be. As it turns out, I needed to change it. I went through the Booking portal clicking on my flight and then clicking on change ticket. Today alone, there were several options that came up to change the ticket for $0.00 more - no new fees, taxes. However, each time I clicked on my exact new desired flight/date, I was brought to a chat with a Booking rep who had no information at all about my reason for contacting chat/help (for example, they didn’t know that I chose a specific new ticket (which begs the question: why was I instructed by the website to click on an exact new flight?). But what’s worse is that they proceeded to quote me prices of approx $200 more to change my ticket to that new date/flight. I spent the entire afternoon dealing with this, including talking to a rep on the phone who had no idea that there even was a part of your website that shows flight availability and extra cost to canoe a specific ticket. So I spent $50 extra for nothing but wasting an afternoon in vain trying to change my ticket. Booking.com needs to change their website's useless and misleading protocol for changing a flight.November 29, 2025Unprompted review",0
"I REALLY DISAPPOINTEDI booked by booking.com when I wanted to rent a car in abroad. The day when I went to renting company, I couldn't rent a car because of I didn't have a international license but when I checked by internet, my situation wasn't belong what they said. Also I could rent a car before by different company in same country. My friend rented exactly same place where I booked, also she didn't have international license but she could rent a car. Then the person told me to contact to booking.com because I'd booked by it so I sent a email but they didn't want to refund the money so I sent a few times by email. At last, they said they'll refund some part of money then I was waiting nearly a month but I've NOT receive any money so I've texted again. A few days later, they replied by email. The person told me the previous person was wrong so they CAN'T refund any money. I couldn't believe it. I've waited nearly a month. They didn't contact anything then when I contact them again, they said just they can't do it so just give me small voucher for next time.I've used many times but I REALLY DISAPPOINTED this company...November 30, 2025Unprompted review",0
"I have learned a valuable lesson and…I have learned a valuable lesson and will never again use the booking.com service. I booked a one night stay and paid for that one night via the reservation at their website. Upon arrival at the property my husband was told they had not received payment and charged his card again for the entire full amount. I have been going back and forth with the property and booking.com to receive a refund from one with no success. November 27, 2025Unprompted review",0
"Booking com is a SCAM!!Dear travelers. Never ever use Booking com in any country. I have made a huge mistake by choosing booking com. I bought a ticket: Copenhagen  - Lima and Lima - Copenhagen with possibility to changes flight dato, as I knew only approximately when I will be going back - and I had to pay extra for this service. Today I have tried to change the date, through help chat ( which is by the way, is not operated by booking com) and theu told me that this service is not included in my ticket! Total scam company. If you have any problem with booking com - you will not be able to reach directly. You will reach some third party, who does not have a clue what they are doing. They would  tell you in the end - please contact booking com, they will even send you supposed link to booking com, but with that link you are redirected to the same third party which is not booking com. Total scam scheme..Now I have to use 600 euros extra to come back home to Copenhagen. AVOID AVOID AVOID USING BOOKING COM ! February 11, 2025Unprompted review",0
"SCAMBooking sold us 2 nights at what was called a hotel. We arrived to an empty house in the middle of a council estate. The phone number and email had been disconnected. Booking wouldn't respond to emails. We ended up having to pay again to stay somewhere else. When I called them out in the review they said I used rude words and threats of violence. I didn't. I just said that they need to vet people better. They owe me £120. Scam artists. Book direct.August 9, 2025Unprompted review",0
"Booked a hotel in Manchester the hotel…Booked a hotel in Manchester the hotel stanley they have no rooms not just us  young couple  with a baby so bad November 29, 2025Unprompted review",0
"They’re fine with hotels stealing your moneyHaving successfully used booking.com for years I’m really disappointed and angry about my recent experience when a hotel in Costa Rica refused to refund a payment after I cancelled my Free Cancellation reservation months before the deadline. Hotel said they never do refunds so the listing was incorrect. Despite asking me several times over months for statements, evidence, etc which I provided, booking.com have washed their hands of the whole situation. It’s an absolute disgrace from them and Hotel Pumilio in Jaco who have stolen 208 euros of my money. Just don’t!!November 25, 2025Unprompted review",0
"Booking.com failure to implement change request!!!…Booking.com failed to implement necessary changes to my flight change request - despite having taken payment  over 24hrs previously. No phone calls, no text or email messages. Complete rubbish customer service!!! DO NOT USE BOOKING.COM !!!! Rubbish app, rubbish customer service!!!November 28, 2025Unprompted review",0
"Stay currently in progress.Stay currently in progress.Booking.com displayed misleading information about SPA availability.The listing stated renovations would end on 25.11, yet the SPA is fully closed.This was discovered only at check-in and at the time of payment, after a premium charge of 5,400 ILS.The hotel denied responsibility and instructed me to contact Booking.com.Despite multiple escalation attempts, Booking.com has not provided any meaningful response.Reservation: 6463152696November 28, 2025Unprompted review",0
"Terrible service: no assistance, no accountability and no solution at allOur experience with Booking.com and Hotel Les Brases has been extremely disappointing from start to finish.We paid €80 expecting a peaceful place to rest. Instead, we arrived late at night to find ourselves locked out for over an hour, unable to enter the room because the electronic key didn’t work and no one from the hotel answered any of the emergency phone numbers.A staff member finally appeared after a very long wait, but by then it was already so late that we barely slept.We paid for rest and got the opposite.The situation with Booking.com afterwards was even more frustrating:We sent multiple emails explaining everything.We completed their complaint forms more than once.We opened support tickets that received no meaningful response.We contacted the hotel directly twice, with zero success.We even warned that we might need to seek legal assistance due to their ongoing inaction.Today, after calling again, the agent listened to the entire explanation, went silent, said “hold on”… and hung up the call.No follow-up, no apology, nothing.Neither Booking nor the hotel has taken responsibility, and the customer is left completely unprotected.For €80 we lost sleep, time and patience—and still no resolution from anyone.This is simply unacceptable.November 29, 2025Unprompted review",0
"I would rate them 0I would rate them 0. My senior mother accidentally clicked the wrong date to book a month in advance. Called just after to correct the date and customer service refused to cancel or change the date without keeping half her money. Total rip off. November 1, 2025Unprompted review",0
